,Age,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative
1150,35,False,2.0,819,18,5,1,1621,2,1,48,4,2,1,Married,5208,26312,1,True,False,11,3,4,80,0,16,2,3,16,15,1,10,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1151,28,False,2.0,580,27,3,1,1622,2,0,39,1,2,1,Divorced,4877,20460,0,True,False,21,4,2,80,1,6,5,2,5,3,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1152,21,False,2.0,546,5,1,1,1623,3,1,97,3,1,4,Single,3117,26009,1,True,False,18,3,3,80,0,3,2,3,2,2,2,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1153,18,True,1.0,544,3,2,1,1624,2,0,70,3,1,4,Single,1569,18420,1,True,True,12,3,3,80,0,0,2,4,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1154,47,False,2.0,1176,26,4,1,1625,4,0,98,3,5,3,Married,19658,5220,3,True,False,11,3,3,80,1,27,2,3,5,2,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1155,39,False,2.0,170,3,2,1,1627,3,1,76,2,2,3,Divorced,3069,10302,0,True,False,15,3,4,80,1,11,3,3,10,8,0,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1156,40,False,2.0,884,15,3,1,1628,1,0,80,2,3,3,Married,10435,25800,1,True,False,13,3,4,80,2,18,2,3,18,15,14,12,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1157,35,False,0.0,208,8,4,1,1630,3,0,52,3,2,3,Married,4148,12250,1,True,False,12,3,4,80,1,15,5,3,14,11,2,9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1158,37,False,2.0,671,19,3,1,1631,3,1,85,3,2,3,Married,5768,26493,3,True,False,17,3,1,80,3,9,2,2,4,3,0,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1159,39,False,1.0,711,4,3,1,1633,1,0,81,3,2,3,Single,5042,3140,0,True,False,13,3,4,80,0,10,2,1,9,2,3,8,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1160,45,False,2.0,1329,2,2,1,1635,4,0,59,2,2,4,Divorced,5770,5388,1,True,False,19,3,1,80,2,10,3,3,10,7,3,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1161,38,False,2.0,397,2,2,1,1638,4,0,54,2,3,3,Married,7756,14199,3,True,True,19,3,4,80,1,10,6,4,5,4,0,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1162,35,True,2.0,737,10,3,1,1639,4,1,55,2,3,1,Married,10306,21530,9,True,False,17,3,3,80,0,15,3,3,13,12,6,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1163,37,False,2.0,1470,10,3,1,1640,2,0,71,3,1,2,Married,3936,9953,1,True,False,11,3,1,80,1,8,2,1,8,4,7,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1164,40,False,2.0,448,16,3,1,1641,3,0,84,3,3,4,Single,7945,19948,6,True,True,15,3,4,80,0,18,2,2,4,2,3,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1165,44,False,1.0,602,1,5,1,1642,1,1,37,3,2,4,Married,5743,10503,4,True,True,11,3,3,80,0,14,3,3,10,7,0,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1166,48,False,1.0,365,4,5,1,1644,3,1,89,2,4,4,Married,15202,5602,2,True,False,25,4,2,80,1,23,3,3,2,2,2,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1167,35,True,2.0,763,15,2,1,1645,1,1,59,1,2,4,Divorced,5440,22098,6,True,True,14,3,4,80,2,7,2,2,2,2,2,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1168,24,False,1.0,567,2,1,1,1646,1,0,32,3,1,4,Single,3760,17218,1,True,True,13,3,3,80,0,6,2,3,6,3,1,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1169,27,False,2.0,486,8,3,1,1647,2,0,86,4,1,3,Married,3517,22490,7,True,False,17,3,1,80,0,5,0,3,3,2,0,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1170,27,False,1.0,591,2,3,1,1648,4,1,87,3,1,4,Single,2580,6297,2,True,False,13,3,3,80,0,6,0,2,4,2,1,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1171,40,True,2.0,1329,7,3,1,1649,1,1,73,3,1,1,Single,2166,3339,3,True,True,14,3,2,80,0,10,3,1,4,2,0,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1172,29,False,2.0,469,10,3,1,1650,3,1,42,2,2,3,Single,5869,23413,9,True,False,11,3,3,80,0,8,2,3,5,2,1,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1173,36,False,2.0,711,5,4,1,1651,2,0,42,3,3,1,Married,8008,22792,4,True,False,12,3,3,80,2,9,6,3,3,2,0,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1174,25,False,1.0,772,2,1,1,1653,4,1,77,4,2,3,Divorced,5206,4973,1,True,False,17,3,3,80,2,7,6,3,7,7,0,7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1175,39,False,2.0,492,12,3,1,1654,4,1,66,3,2,2,Married,5295,7693,4,True,False,21,4,3,80,0,7,3,3,5,4,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1176,49,False,2.0,301,22,4,1,1655,1,0,72,3,4,2,Married,16413,3498,3,True,False,16,3,2,80,2,27,2,3,4,2,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1177,50,False,2.0,813,17,5,1,1656,4,0,50,2,3,1,Divorced,13269,21981,5,True,False,15,3,3,80,3,19,3,3,14,11,1,11,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1178,20,False,2.0,1141,2,3,1,1657,3,0,31,3,1,3,Single,2783,13251,1,True,False,19,3,1,80,0,2,3,3,2,2,2,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1179,34,False,2.0,1130,3,3,1,1658,4,0,66,3,2,2,Divorced,5433,19332,1,True,False,12,3,3,80,1,11,2,3,11,8,7,9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1180,36,False,2.0,311,7,3,1,1659,1,1,77,3,1,2,Single,2013,10950,2,True,False,11,3,3,80,0,15,4,3,4,3,1,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1181,49,False,2.0,465,6,1,1,1661,3,0,41,2,4,3,Married,13966,11652,2,True,True,19,3,2,80,1,30,3,3,15,11,2,12,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1182,36,False,0.0,894,1,4,1,1662,4,0,33,2,2,3,Married,4374,15411,0,True,False,15,3,3,80,0,4,6,3,3,2,1,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1183,36,False,2.0,1040,3,2,1,1664,4,1,79,4,2,1,Divorced,6842,26308,6,True,False,20,4,1,80,1,13,3,3,5,4,0,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1184,54,False,2.0,584,22,5,1,1665,2,0,91,3,4,3,Married,17426,18685,3,True,False,25,4,3,80,1,36,6,3,10,8,4,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1185,43,False,2.0,1291,15,2,1,1666,3,1,65,2,4,3,Married,17603,3525,1,True,False,24,4,1,80,1,14,3,3,14,10,6,11,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1186,35,True,1.0,880,12,4,1,1667,4,1,36,3,2,4,Single,4581,10414,3,True,True,24,4,1,80,0,13,2,4,11,9,6,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1187,38,False,1.0,1189,1,3,1,1668,4,1,90,3,2,4,Married,4735,9867,7,True,False,15,3,4,80,2,19,4,4,13,11,2,9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1188,29,False,2.0,991,5,3,1,1669,1,1,43,2,2,2,Divorced,4187,3356,1,True,True,13,3,2,80,1,10,3,2,10,0,0,9,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1189,33,False,2.0,392,2,4,1,1670,4,1,93,3,2,4,Divorced,5505,3921,1,True,False,14,3,3,80,2,6,5,3,6,2,0,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1190,32,False,2.0,977,2,3,1,1671,4,1,45,3,2,2,Divorced,5470,25518,0,True,False,13,3,3,80,2,10,4,2,9,5,1,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1191,31,False,2.0,1112,5,4,1,1673,1,0,67,3,2,4,Married,5476,22589,1,True,False,11,3,1,80,2,10,2,3,10,0,0,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1192,49,False,2.0,464,16,3,1,1674,4,0,74,3,1,1,Divorced,2587,24941,4,True,True,16,3,2,80,1,17,2,2,2,2,2,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1193,38,False,1.0,148,2,3,1,1675,4,0,42,2,1,2,Single,2440,23826,1,True,False,22,4,2,80,0,4,3,3,4,3,3,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1194,47,False,2.0,1225,2,4,1,1676,2,0,47,4,4,2,Divorced,15972,21086,6,True,False,14,3,3,80,3,29,2,3,3,2,1,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1195,49,False,2.0,809,1,3,1,1677,3,1,36,3,4,3,Single,15379,22384,4,True,False,14,3,1,80,0,23,2,3,8,7,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1196,41,False,2.0,1206,23,2,1,1678,4,1,80,3,3,3,Single,7082,11591,3,True,True,16,3,4,80,0,21,2,3,2,0,0,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1197,20,False,2.0,727,9,1,1,1680,4,1,54,3,1,1,Single,2728,21082,1,True,False,11,3,1,80,0,2,3,3,2,2,0,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1198,33,False,0.0,530,16,3,1,1681,3,0,36,3,2,4,Divorced,5368,16130,1,True,True,25,4,3,80,1,7,2,3,6,5,1,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1199,36,False,2.0,1351,26,4,1,1682,1,1,80,3,2,3,Married,5347,7419,6,True,False,14,3,2,80,2,10,2,2,3,2,0,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,44,False,2.0,528,1,3,1,1683,3,0,44,3,1,4,Divorced,3195,4167,4,True,True,18,3,1,80,3,8,2,3,2,2,2,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1201,23,True,2.0,1320,8,1,1,1684,4,1,93,2,1,3,Single,3989,20586,1,True,True,11,3,1,80,0,5,2,3,5,4,1,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1202,38,False,2.0,1495,4,2,1,1687,4,0,87,3,1,3,Married,3306,26176,7,True,False,19,3,4,80,1,7,5,2,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1203,53,False,2.0,1395,24,4,1,1689,2,1,48,4,3,4,Married,7005,3458,3,True,False,15,3,3,80,0,11,2,3,4,3,1,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1204,48,True,1.0,708,7,2,1,1691,4,0,95,3,1,3,Married,2655,11740,2,True,True,11,3,3,80,2,19,3,3,9,7,7,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1205,32,True,2.0,1259,2,4,1,1692,4,1,95,3,1,2,Single,1393,24852,1,True,False,12,3,1,80,0,1,2,3,1,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1206,26,False,0.0,786,7,3,1,1693,4,1,76,3,1,4,Single,2570,11925,1,True,False,20,4,3,80,0,7,5,3,7,7,5,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1207,55,False,2.0,1441,22,3,1,1694,1,1,94,2,1,2,Divorced,3537,23737,5,True,False,12,3,4,80,1,8,1,3,4,2,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1208,34,False,2.0,1157,5,2,1,1696,2,1,57,2,2,4,Married,3986,11912,1,True,False,14,3,3,80,1,15,3,4,15,10,4,13,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1209,60,False,2.0,370,1,4,1,1697,3,1,92,1,3,4,Divorced,10883,20467,3,True,False,20,4,3,80,1,19,2,4,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1210,33,False,2.0,267,21,3,1,1698,2,1,79,4,1,2,Married,2028,13637,1,True,False,18,3,4,80,3,14,6,3,14,11,2,13,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1211,37,False,1.0,1278,1,4,1,1700,3,1,31,1,2,4,Divorced,9525,7677,1,True,False,14,3,3,80,2,6,2,2,6,3,1,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1212,34,False,2.0,678,19,3,1,1701,2,0,35,2,1,4,Married,2929,20338,1,True,False,12,3,2,80,0,10,3,3,10,9,8,7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1213,23,True,2.0,427,7,3,1,1702,3,1,99,3,1,4,Divorced,2275,25103,1,True,True,21,4,2,80,1,3,2,3,3,2,0,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1214,44,False,2.0,921,2,3,1,1703,3,0,96,4,3,4,Married,7879,14810,1,True,True,19,3,2,80,1,9,2,3,8,7,6,7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1215,35,False,1.0,146,2,4,1,1704,1,1,79,2,1,4,Single,4930,13970,0,True,True,14,3,3,80,0,6,2,4,5,4,1,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1216,43,False,2.0,1179,2,3,1,1706,4,1,73,3,2,4,Married,7847,6069,1,True,True,17,3,1,80,1,10,3,3,10,9,8,8,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1217,24,False,2.0,581,9,3,1,1707,3,1,62,4,1,3,Married,4401,17616,1,True,False,16,3,4,80,1,5,1,3,5,3,0,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1218,41,False,2.0,918,6,3,1,1708,4,1,35,3,3,3,Single,9241,15869,1,True,False,12,3,2,80,0,10,3,3,10,8,8,7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1219,29,False,2.0,1082,9,4,1,1709,4,0,43,3,1,3,Married,2974,25412,9,True,False,17,3,3,80,1,9,2,3,5,3,1,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1220,36,False,2.0,530,2,4,1,1710,3,0,51,3,2,4,Single,4502,7439,3,True,False,15,3,3,80,0,17,2,2,13,7,6,7,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1221,45,False,0.0,1238,1,1,1,1712,3,1,74,2,3,3,Married,10748,3395,3,True,False,23,4,4,80,1,25,3,2,23,15,14,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1222,24,True,2.0,240,22,1,1,1714,4,1,58,1,1,3,Married,1555,11585,1,True,False,11,3,3,80,1,1,2,3,1,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1223,47,True,1.0,1093,9,3,1,1716,3,1,82,1,4,3,Married,12936,24164,7,True,False,11,3,3,80,0,25,3,1,23,5,14,10,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1224,26,False,2.0,390,17,4,1,1718,4,1,62,1,1,3,Married,2305,6217,1,True,False,15,3,3,80,3,3,3,4,3,2,0,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1225,45,False,2.0,1005,28,2,1,1719,4,0,48,2,4,2,Single,16704,17119,1,True,False,11,3,3,80,0,21,2,3,21,6,8,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1226,32,False,1.0,585,10,3,1,1720,1,1,56,3,1,3,Married,3433,17360,6,True,False,13,3,1,80,1,10,3,2,5,2,1,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1227,31,False,2.0,741,2,4,1,1721,2,1,69,3,1,3,Married,3477,18103,1,True,False,14,3,4,80,1,6,2,4,5,2,0,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1228,41,False,0.0,552,4,3,1,1722,3,1,60,1,2,2,Married,6430,20794,6,True,False,19,3,2,80,1,10,4,3,3,2,1,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1229,40,False,2.0,369,8,2,1,1724,2,0,92,3,2,1,Married,6516,5041,2,True,True,16,3,2,80,1,18,3,3,1,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1230,24,False,2.0,506,29,1,1,1725,2,1,91,3,1,1,Divorced,3907,3622,1,True,False,13,3,2,80,3,6,2,4,6,2,1,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1231,46,False,2.0,717,13,4,1,1727,3,1,34,3,2,2,Single,5562,9697,6,True,False,14,3,4,80,0,19,3,3,10,7,0,9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1232,35,False,2.0,1370,27,4,1,1728,4,1,49,3,2,3,Married,6883,5151,2,True,False,16,3,2,80,1,17,3,3,7,7,0,7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1233,30,False,2.0,793,16,1,1,1729,2,1,33,3,1,4,Married,2862,3811,1,True,False,12,3,2,80,1,10,2,2,10,0,0,8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1234,47,False,0.0,543,2,4,1,1731,3,1,87,3,2,2,Married,4978,3536,7,True,False,11,3,4,80,1,4,3,1,1,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1235,46,False,2.0,1277,2,3,1,1732,3,1,74,3,3,4,Divorced,10368,5596,4,True,True,12,3,2,80,1,13,5,2,10,6,0,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1236,36,True,2.0,1456,13,5,1,1733,2,1,96,2,2,1,Divorced,6134,8658,5,True,True,13,3,2,80,3,16,3,3,2,2,2,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1237,32,True,2.0,964,1,2,1,1734,1,1,34,1,2,2,Single,6735,12147,6,True,False,15,3,2,80,0,10,2,3,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1238,23,False,2.0,160,4,1,1,1735,3,0,51,3,1,2,Single,3295,12862,1,True,False,13,3,3,80,0,3,3,1,3,2,1,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1239,31,False,1.0,163,24,1,1,1736,4,0,30,3,2,4,Single,5238,6670,2,True,False,20,4,4,80,0,9,3,2,5,4,1,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1240,39,False,0.0,792,1,3,1,1737,4,1,77,3,2,4,Married,6472,8989,1,True,True,15,3,4,80,1,9,2,3,9,8,5,8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1241,32,False,2.0,371,19,3,1,1739,4,1,80,1,3,3,Married,9610,3840,3,True,False,13,3,3,80,1,10,2,1,4,3,0,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
